,Total_sqr_footage,GarageFinish,OverallCond,AllPorchSF,Condition1,OverallQual_3,AllSF,Neighborhood,SimplOverallCond,TotalSF,OverallQual_sq,AllFlrsSF_3,BsmtExposure,GarageYrBlt,MSZoning,CentralAir,YearBuilt,OverallQual,BsmtFinSF1,AllSF_3,OverallGrade,LotArea_log,LotArea,SaleCondition,AllSF_2,Functional,TotalSF_log,YrBltAndRemod,SimplOverallQual_sq,GarageScore_3,SimplFireplaceQu,GarageCars_log,KitchenScore,AllFlrsSF_sq,1stFlrSF_log,HalfBath,Foundation,KitchenQual_sq,FireplaceQu,KitchenQual_3,GarageQual,GrLivArea,GarageScore,TotRmsAbvGrd_log,TotalBsmtSF,YearRemodAdd_log,FullBath,SimplOverallQual,ExterGrade,TotalBath_sq,HalfBath_log,2ndFlrSF_log,SimplExterGrade,GrLivArea_sq,OpenPorchSF_log,AllFlrsSF_2,SimplGarageScore,YearRemodAdd,SimplBsmtFinType1,SaleType,BldgType,TotRmsAbvGrd,SimplOverallGrade,SimplKitchenScore,PavedDrive,2ndFlrSF,GarageCars_sq,LotFrontage,LotFrontage_log,SimplExterQual,GarageCars,GarageArea,SimplGarageCond,Fireplaces,HeatingQC,GarageCond,SimplOverallQual_2,GrLivArea_2,BsmtUnfSF,ExterQual,OverallQual_2,OpenPorchSF,LotShape,GarageScore_2,GrLivArea_3,FireplaceScore,BsmtFullBath,BsmtFinType1,SimplGarageQual,GarageScore_sq,SimplFireplaceScore,KitchenQual_2,BsmtUnfSF_log,BedroomAbvGr,TotalBath_3,hasfireplace,MoSold,ExterQual_3,SimplHeatingQC,SimplBsmtQual,AllSF_sq,BsmtQual,YrSold,BsmtFinSF1_log,TotalBath_2,ScreenPorch_log,hasgarage,MasVnrArea,GarageArea_log,WoodDeckSF_log,GarageType,TotalBsmtSF_log,ExterQual_sq,TotalBath,KitchenQual,GarageCars_3,SimplFunctional,AllFlrsSF,1stFlrSF,ScreenPorch,GrLivArea_log,GarageGrade,Fireplaces_log,BsmtFullBath_log,ExterQual_2,SimplOverallQual_3,GarageCars_2,SimplKitchenQual,y
892,1731,RFn,8,192,Norm,216,2127,Sawyer,3,2127,2.449489742783178,1218186432,0.0,1963.0,RL,Y,1963,6,663,9622822383,48,9.037771106624906,8414,Normal,4524129,8,7.662937850461535,3966,1.4142135623730951,496793088.0,,0.6931471805599453,3,32.68026927673638,6.974478911025045,0,CBlock,1.7320508075688772,,27,3.0,1068,792.0,1.9459101490553132,1059,7.602900462204755,1,2,9,1.224744871391589,0.0,0.0,1,32.68026927673638,0.0,1140624,264.0,2003,2.0,WD,1Fam,6,6,1,2,0,1.0,70.0,4.2626798770413155,1,1,264,1.0,0,3,3.0,4,1140624,396,3,36,0,4,627264.0,1218186432,,0,6.0,1.0,28.142494558940577,,9,5.983936280687191,3,3.375,0,2,27,1,1.0,46.119410230400824,3.0,2006,6.498282149476434,2.25,0.0,1,0.0,5.579729825986222,5.262690188904886,Attchd,6.966024187106113,1.7320508075688772,1.5,3,1,4,1068,1068,0,6.974478911025045,9.0,0.0,0.0,9,8,1,1,11.947955847790901
893,2447,Unf,5,627,PosN,125,2766,Sawyer,2,2766,2.23606797749979,2645248887,1.0,1954.0,RL,Y,1954,5,1064,21161991096,25,9.494390858193913,13284,Normal,7650756,8,7.925518979786926,3908,1.4142135623730951,1197770328.0,2.0,0.6931471805599453,3,37.1887079635741,7.232733136177615,0,PConc,1.7320508075688772,4.0,27,3.0,1383,1062.0,1.9459101490553132,1383,7.578145472419466,1,2,9,1.4142135623730951,0.0,0.0,1,37.1887079635741,4.762173934797756,1912689,354.0,1954,2.0,WD,1Fam,6,4,1,2,0,1.0,,,1,1,354,1.0,1,3,3.0,4,1912689,319,3,25,116,4,1127844.0,2645248887,4.0,1,4.0,1.0,32.58834147360065,2.0,9,5.768320995793772,3,8.0,1,6,27,1,2.0,52.592775169218825,4.0,2008,6.970730078143525,4.0,0.0,1,0.0,5.872117789475416,6.238324625039508,Attchd,7.232733136177615,1.7320508075688772,2.0,3,1,4,1383,1383,0,7.232733136177615,9.0,0.6931471805599453,0.6931471805599453,9,8,1,1,12.013706813470414
894,1535,Unf,5,0,Norm,125,1535,SawyerW,2,1535,2.23606797749979,3616805375,,1979.0,RL,Y,1979,5,0,3616805375,25,8.856376036730422,7018,Alloca,2356225,8,7.336936913707618,3958,1.4142135623730951,1728000000.0,,1.0986122886681098,6,39.179076048319466,7.336936913707618,0,Slab,1.7320508075688772,,27,3.0,1535,1200.0,2.1972245773362196,0,7.590852123688581,2,2,9,1.4142135623730951,0.0,0.0,1,39.179076048319466,0.0,2356225,400.0,1979,,WD,Duplex,8,4,2,2,0,1.4142135623730951,64.0,4.174387269895637,1,2,400,1.0,0,3,3.0,4,2356225,0,3,25,0,4,1440000.0,3616805375,,0,,1.0,34.64101615137755,,9,0.0,4,8.0,0,6,27,1,,39.179076048319466,,2009,0.0,4.0,0.0,1,0.0,5.993961427306569,0.0,Attchd,0.0,1.7320508075688772,2.0,3,8,4,1535,1535,0,7.336936913707618,9.0,0.0,0.0,9,8,4,1,11.685693195625964
895,2196,RFn,5,50,Norm,216,2576,NAmes,2,2576,2.449489742783178,5793206336,0.0,1963.0,RL,Y,1963,6,400,17093758976,30,8.86177531100083,7056,Normal,6635776,8,7.854381210652365,3926,1.4142135623730951,3042321849.0,1.0,1.0986122886681098,3,42.37924020083418,6.891625897052253,1,CBlock,1.7320508075688772,3.0,27,3.0,1796,1449.0,2.1972245773362196,780,7.582738488914411,1,2,9,1.5811388300841898,0.6931471805599453,6.70196036600254,1,42.37924020083418,3.9318256327243257,3225616,483.0,1963,2.0,WD,1Fam,8,4,1,2,813,1.4142135623730951,71.0,4.276666119016055,1,2,483,1.0,1,3,3.0,4,3225616,380,3,36,50,4,2099601.0,5793206336,3.0,1,4.0,1.0,38.06573262134856,1.0,9,5.942799375126701,4,15.625,1,10,27,1,1.0,50.75431016179808,3.0,2008,5.993961427306569,6.25,0.0,1,415.0,6.182084906716632,0.0,Attchd,6.660575149839686,1.7320508075688772,2.5,3,8,4,1796,983,0,7.493873886783559,9.0,0.6931471805599453,0.6931471805599453,9,8,4,1,11.849404844423074
896,1236,Unf,6,28,Norm,64,1902,IDOTRR,2,1902,2.0,860085351,0.0,1936.0,RM,N,1936,4,285,6880682808,24,9.078635880978755,8765,Abnorml,3617604,8,7.551186867296149,3886,1.4142135623730951,944076141.0,,0.6931471805599453,3,30.83828789021855,6.858565034791365,0,BrkTil,1.7320508075688772,,27,3.0,951,981.0,1.9459101490553132,951,7.576097340623111,1,2,9,1.0,0.0,0.0,1,30.83828789021855,3.367295829986474,904401,327.0,1950,2.0,WD,1Fam,6,4,1,2,0,1.0,50.0,3.9318256327243257,1,1,327,1.0,0,5,3.0,4,904401,666,3,16,28,4,962361.0,860085351,,0,5.0,1.0,31.32091952673165,,9,6.502790045915623,2,1.0,0,4,27,2,1.0,43.61192497471305,3.0,2006,5.655991810819852,1.0,0.0,1,0.0,5.793013608384144,0.0,Detchd,6.858565034791365,1.7320508075688772,1.0,3,1,4,951,951,0,6.858565034791365,9.0,0.0,0.0,9,8,1,1,11.575909653758895
897,2240,Unf,5,154,Feedr,125,2240,SawyerW,2,2240,2.23606797749979,11239424000,,1979.0,RL,Y,1979,5,0,11239424000,25,8.856376036730422,7018,Alloca,5017600,8,7.714677473800927,3958,1.4142135623730951,3974344704.0,,1.0986122886681098,6,47.32863826479693,7.02197642307216,0,Slab,1.7320508075688772,,27,3.0,2240,1584.0,2.5649493574615367,0,7.590852123688581,2,2,9,1.4142135623730951,0.0,7.02197642307216,1,47.32863826479693,0.0,5017600,528.0,1979,,WD,Duplex,12,4,2,2,1120,1.4142135623730951,64.0,4.174387269895637,1,2,528,1.0,0,3,3.0,4,5017600,0,3,25,0,4,2509056.0,11239424000,,0,,1.0,39.7994974842648,,9,0.0,6,8.0,0,6,27,1,,47.32863826479693,,2009,0.0,4.0,0.0,1,0.0,6.270988431858299,5.043425116919247,Detchd,0.0,1.7320508075688772,2.0,3,8,4,2240,1120,0,7.714677473800927,9.0,0.0,0.0,9,8,4,1,11.870278179170796
898,4552,Fin,5,67,Norm,729,4694,NridgHt,2,4694,3.0,13211204544,3.0,2009.0,RL,Y,2009,9,2188,103425887384,45,9.466531777336593,12919,Partial,22033636,8,8.454253391642363,4019,1.7320508075688772,14886936000.0,2.0,1.3862943611198906,5,48.620983124572874,7.768533300926033,1,PConc,2.23606797749979,4.0,125,3.0,2364,2460.0,2.4849066497880004,2330,7.606387389772652,2,3,15,1.8708286933869707,0.6931471805599453,0.0,2,48.620983124572874,4.219507705176107,5588496,820.0,2010,2.0,New,1Fam,11,6,2,2,0,1.7320508075688772,100.0,4.61512051684126,2,3,820,1.0,2,5,3.0,9,5588496,142,5,81,67,3,6051600.0,13211204544,8.0,1,6.0,1.0,49.59838707054898,4.0,25,4.962844630259907,2,42.875,1,3,125,2,2.0,68.51277253184256,5.0,2010,7.691200097522863,12.25,0.0,1,760.0,6.710523109452428,0.0,Attchd,7.754052639035757,2.23606797749979,3.5,5,27,4,2364,2364,0,7.768533300926033,9.0,1.0986122886681098,0.6931471805599453,25,27,9,2,13.323928581764989
899,1701,Unf,7,0,Feedr,125,2148,Sawyer,3,2148,2.23606797749979,1888232256,0.0,1961.0,RL,Y,1961,5,465,9910665792,35,8.852807917623322,6993,Normal,4613904,8,7.67275789664251,3955,1.4142135623730951,644972544.0,1.0,0.6931471805599453,3,35.156791662493895,7.1204443723924875,0,CBlock,1.7320508075688772,3.0,27,3.0,1236,864.0,1.9459101490553132,912,7.598399329323964,1,2,9,1.0,0.0,0.0,1,35.156791662493895,0.0,1527696,288.0,1994,2.0,WD,1Fam,6,6,1,2,0,1.0,65.0,4.189654742026425,1,1,288,1.0,1,3,3.0,4,1527696,447,3,25,0,4,746496.0,1888232256,3.0,0,4.0,1.0,29.393876913398138,1.0,9,6.104793232414985,3,1.0,1,6,27,1,1.0,46.34652090502587,3.0,2006,6.144185634125646,1.0,0.0,1,0.0,5.666426688112432,0.0,Attchd,6.816735880594968,1.7320508075688772,1.0,3,1,4,1236,1236,0,7.1204443723924875,9.0,0.6931471805599453,0.0,9,8,1,1,11.813037464800539
900,1180,Unf,6,0,Norm,64,1716,NAmes,2,1716,2.0,631628712,0.0,1979.0,RL,Y,1971,4,322,5053029696,24,8.901230352110781,7340,Normal,2944656,8,7.448333860897476,3942,1.4142135623730951,8640364608.0,,0.6931471805599453,3,29.29163703175362,6.755768921984255,0,CBlock,1.7320508075688772,,27,3.0,858,2052.0,1.6094379124341003,858,7.586803535162581,1,2,9,1.0,0.0,0.0,1,29.29163703175362,0.0,736164,684.0,1971,2.0,WD,1Fam,4,4,1,2,0,1.0,,,1,1,684,1.0,0,3,3.0,4,736164,536,3,16,0,3,4210704.0,631628712,,0,5.0,1.0,45.2990066116245,,9,6.285998094508865,2,1.0,0,6,27,1,1.0,41.42463035441596,3.0,2007,5.777652323222656,1.0,0.0,1,0.0,6.529418838262226,0.0,Detchd,6.755768921984255,1.7320508075688772,1.0,3,1,4,858,858,0,6.755768921984255,9.0,0.0,0.0,9,8,1,1,11.608244735642321
901,2166,Unf,7,0,Norm,125,2298,NAmes,3,2298,2.23606797749979,2227560616,1.0,1968.0,RL,Y,1957,5,860,12135287592,35,9.072571442231286,8712,Normal,5280804,8,7.740229524763182,3957,1.4142135623730951,11666192832.0,,0.6931471805599453,3,36.138621999185304,7.175489713624222,0,CBlock,1.7320508075688772,,27,3.0,1306,2268.0,1.791759469228055,992,7.601402334583733,1,2,12,1.4142135623730951,0.0,0.0,2,36.138621999185304,0.0,1705636,756.0,2000,2.0,WD,1Fam,5,6,1,2,0,1.0,64.0,4.174387269895637,1,1,756,1.0,0,3,3.0,4,1705636,132,3,25,0,3,5143824.0,2227560616,,1,4.0,1.0,47.62352359916263,,9,4.890349128221754,2,8.0,0,5,27,1,1.0,47.93745925682754,3.0,2009,6.7580945044277305,4.0,0.0,1,0.0,6.6293632534374485,0.0,Detchd,6.900730664045173,1.7320508075688772,2.0,3,1,4,1306,1306,0,7.175489713624222,9.0,0.0,0.6931471805599453,9,8,1,1,11.938199736300925
902,1509,Fin,5,75,Norm,343,2292,Gilbert,2,2292,2.6457513110645907,3436115229,0.0,2003.0,RL,Y,2003,7,0,12040481088,35,8.971575439759016,7875,Normal,5253264,8,7.737616282857904,4006,1.7320508075688772,1638858339.0,2.0,1.0986122886681098,4,38.84584919911006,6.694562058521095,1,PConc,2.0,4.0,64,3.0,1509,1179.0,2.1972245773362196,783,7.602900462204755,2,3,12,1.5811388300841898,0.6931471805599453,6.555356891810665,2,38.84584919911006,4.330733340286331,2277081,393.0,2003,1.0,WD,1Fam,8,6,2,2,702,1.4142135623730951,63.0,4.1588830833596715,2,2,393,1.0,1,5,3.0,9,2277081,783,4,49,75,4,1390041.0,3436115229,4.0,0,1.0,1.0,34.336569426778794,2.0,16,6.664409020350408,3,15.625,1,7,64,2,2.0,47.8748368143433,4.0,2006,0.0,6.25,0.0,1,0.0,5.976350909297934,0.0,Attchd,6.664409020350408,2.0,2.5,4,8,4,1509,807,0,7.31986492980897,9.0,0.6931471805599453,0.0,16,27,4,2,12.100717685412471
903,1670,RFn,5,204,Norm,343,3340,Gilbert,2,3340,2.6457513110645907,4657463000,0.0,2006.0,RL,Y,2006,7,0,37259704000,35,9.60642831827175,14859,Partial,11155600,8,8.114025442356757,4012,1.7320508075688772,8869743000.0,2.0,1.3862943611198906,4,40.8656334834051,7.421177528595393,0,PConc,2.0,4.0,64,3.0,1670,2070.0,2.0794415416798357,1670,7.604396348796338,2,3,12,1.4142135623730951,0.0,0.0,2,40.8656334834051,4.110873864173311,2788900,690.0,2006,1.0,New,1Fam,7,6,2,2,0,1.7320508075688772,50.0,3.9318256327243257,2,3,690,1.0,1,5,3.0,9,2788900,1670,4,49,60,3,4284900.0,4657463000,4.0,0,1.0,1.0,45.4972526643093,2.0,16,7.421177528595393,3,8.0,1,8,64,2,2.0,57.79273310719956,4.0,2006,0.0,4.0,0.0,1,27.0,6.53813982376767,4.976733742420574,Attchd,7.421177528595393,2.0,2.0,4,27,4,1670,1670,0,7.421177528595393,9.0,0.6931471805599453,0.0,16,27,9,2,12.388398368982115
904,1501,Unf,6,0,Norm,125,1778,Sawyer,2,1778,2.23606797749979,733870808,0.0,1967.0,RL,Y,1967,5,599,5620762952,30,8.728102205062104,6173,Normal,3161284,8,7.483806687665835,3934,1.4142135623730951,644972544.0,,0.6931471805599453,3,30.033314835362415,6.805722553416985,0,CBlock,1.7320508075688772,,27,3.0,902,864.0,1.9459101490553132,876,7.584773077612199,1,2,9,1.0,0.0,0.0,1,30.033314835362415,0.0,813604,288.0,1967,2.0,WD,1Fam,6,4,1,2,0,1.0,,,1,1,288,1.0,0,3,3.0,4,813604,277,3,25,0,3,746496.0,733870808,,0,6.0,1.0,29.393876913398138,,9,5.627621113690637,3,1.0,0,8,27,1,1.0,42.16633728461603,3.0,2007,6.396929655216146,1.0,0.0,1,75.0,5.666426688112432,0.0,Attchd,6.776506992372183,1.7320508075688772,1.0,3,1,4,902,902,0,6.805722553416985,9.0,0.0,0.0,9,8,1,1,11.74006900564972
905,1707,RFn,5,164,Norm,125,2119,NAmes,2,2119,2.23606797749979,1201157047,0.0,1954.0,RL,Y,1954,5,354,9514651159,25,9.202409001649903,9920,Normal,4490161,8,7.659171367666058,3908,1.4142135623730951,592704000.0,,0.6931471805599453,3,32.60368077380221,6.96979066990159,0,CBlock,1.7320508075688772,,27,3.0,1063,840.0,1.9459101490553132,1056,7.578145472419466,1,2,9,1.4142135623730951,0.0,0.0,1,32.60368077380221,0.0,1129969,280.0,1954,1.0,WD,1Fam,6,4,1,2,0,1.0,80.0,4.394449154672439,1,1,280,1.0,0,3,3.0,4,1129969,412,3,25,0,4,705600.0,1201157047,,1,3.0,1.0,28.982753492378876,,9,6.023447592961033,3,8.0,0,2,27,1,1.0,46.03259714593562,3.0,2010,5.872117789475416,4.0,0.0,1,110.0,5.638354669333745,0.0,Attchd,6.963189985870238,1.7320508075688772,2.0,3,1,4,1063,1063,0,6.96979066990159,9.0,0.0,0.6931471805599453,9,8,1,1,11.759793355371237
906,1699,RFn,5,60,Norm,512,3259,Somerst,2,3259,2.8284271247461903,4378747456,0.0,2006.0,RL,Y,2006,8,63,34614102979,40,9.510593101601815,13501,Normal,10621081,8,8.089482474360754,4012,1.7320508075688772,17474794875.0,2.0,1.3862943611198906,4,40.44749683231337,7.400620577371135,0,PConc,2.0,4.0,64,3.0,1636,2595.0,2.1972245773362196,1623,7.604396348796338,2,3,12,1.7320508075688772,0.0,0.0,2,40.44749683231337,4.110873864173311,2676496,865.0,2006,2.0,WD,1Fam,8,6,2,2,0,1.7320508075688772,116.0,4.762173934797756,2,3,865,1.0,1,5,3.0,9,2676496,1560,4,64,60,3,6734025.0,4378747456,4.0,1,6.0,1.0,50.941142507800116,2.0,16,7.353081920515432,3,27.0,1,6,64,2,2.0,57.087651904768336,4.0,2007,4.1588830833596715,9.0,0.0,1,208.0,6.763884908562435,0.0,Attchd,7.392647520721623,2.0,3.0,4,27,4,1636,1636,0,7.400620577371135,9.0,0.6931471805599453,0.6931471805599453,16,27,9,2,12.449022745701502
907,2280,Fin,7,322,Norm,343,3074,Crawfor,3,3074,2.6457513110645907,8703679193,0.0,1936.0,RL,Y,1936,7,223,29047689224,49,9.350189267092581,11500,Normal,9449476,8,8.031060180240619,3923,1.7320508075688772,46656000.0,2.0,0.6931471805599453,4,45.35416188179427,6.928537818164665,1,CBlock,2.0,4.0,64,2.0,2057,360.0,1.9459101490553132,1017,7.59488438721652,1,3,12,1.224744871391589,0.6931471805599453,6.945051063725834,2,45.35416188179427,0.0,4231249,180.0,1987,1.0,WD,1Fam,6,9,2,2,1037,1.0,86.0,4.465908118654584,2,1,180,1.0,1,4,3.0,9,4231249,794,4,49,0,3,129600.0,8703679193,4.0,0,3.0,1.0,18.973665961010276,2.0,16,6.678342114654332,3,3.375,1,6,64,2,2.0,55.44366510251645,4.0,2006,5.4116460518550396,2.25,5.777652323222656,1,0.0,5.198497031265826,0.0,Attchd,6.925595197110468,2.0,1.5,4,1,4,2057,1020,322,7.629489916393995,6.0,0.6931471805599453,0.0,16,27,1,2,12.429220196836383
908,1527,Unf,5,164,Norm,125,1766,Mitchel,2,1766,2.23606797749979,733870808,2.0,1983.0,RL,Y,1983,5,301,5507723096,25,9.092232283495854,8885,Normal,3118756,8,7.4770384723196965,3966,1.4142135623730951,3061257408.0,,1.0986122886681098,3,30.033314835362415,6.805722553416985,0,CBlock,1.7320508075688772,,27,3.0,902,1452.0,1.791759469228055,864,7.592870287844818,1,2,9,1.4142135623730951,0.0,0.0,1,30.033314835362415,0.0,813604,484.0,1983,2.0,WD,1Fam,5,4,1,2,0,1.4142135623730951,,,1,2,484,1.0,0,3,3.0,4,813604,239,3,25,0,3,2108304.0,733870808,,1,4.0,1.0,38.1051177665153,,9,5.480638923341991,2,8.0,0,6,27,1,2.0,42.02380277890139,4.0,2006,5.71042701737487,4.0,0.0,1,0.0,6.184148890937483,5.10594547390058,Attchd,6.762729506931879,1.7320508075688772,2.0,3,8,4,902,902,0,6.805722553416985,9.0,0.0,0.6931471805599453,9,8,4,1,11.782960235741939
909,1484,Fin,5,60,Norm,216,2226,Gilbert,2,2226,2.449489742783178,3268147904,0.0,2005.0,RL,Y,2005,6,0,11029999176,30,9.440658127038393,12589,Normal,4955076,8,7.708410667257367,4010,1.4142135623730951,1601613000.0,2.0,1.0986122886681098,4,38.52272056851645,6.610696044717759,1,PConc,2.0,4.0,64,3.0,1484,1170.0,2.1972245773362196,742,7.603897968521881,2,2,12,1.5811388300841898,0.6931471805599453,6.610696044717759,2,38.52272056851645,3.2188758248682006,2202256,390.0,2005,1.0,WD,1Fam,8,4,2,2,742,1.4142135623730951,149.0,5.0106352940962555,2,2,390,1.0,1,5,3.0,4,2202256,742,4,36,24,2,1368900.0,3268147904,4.0,0,1.0,1.0,34.20526275297414,2.0,16,6.610696044717759,3,15.625,1,6,64,2,2.0,47.18050444834179,4.0,2009,0.0,6.25,0.0,1,0.0,5.968707559985366,3.6109179126442243,Attchd,6.610696044717759,2.0,2.5,4,8,4,1484,742,0,7.3031700512368,9.0,0.6931471805599453,0.0,16,8,4,2,12.066816325306588
910,2717,Unf,5,0,Feedr,125,3379,NAmes,2,3379,2.23606797749979,11759026824,0.0,1960.0,RL,Y,1960,5,443,38580208939,25,9.358846580275406,11600,Normal,11417641,8,8.125630988477065,3920,1.4142135623730951,2985984000.0,,1.0986122886681098,6,47.686476070265456,7.00850518208228,0,CBlock,1.7320508075688772,,27,3.0,2274,1440.0,2.5649493574615367,1105,7.581209826196346,2,2,9,1.4142135623730951,0.0,7.064759027791802,1,47.686476070265456,0.0,5171076,480.0,1960,1.0,WD,Duplex,12,4,2,2,1169,1.4142135623730951,80.0,4.394449154672439,1,2,480,1.0,0,3,3.0,4,5171076,662,3,25,0,4,2073600.0,11759026824,,0,3.0,1.0,37.94733192202055,,9,6.4967749901858625,5,8.0,0,1,27,1,1.0,58.12916651733448,3.0,2010,6.095824562432225,4.0,0.0,1,361.0,6.175867270105761,0.0,Detchd,7.00850518208228,1.7320508075688772,2.0,3,8,4,2274,1105,0,7.729735331385051,9.0,0.0,0.0,9,8,4,1,11.946660519211651
911,1464,Unf,7,173,Norm,125,2536,CollgCr,3,2536,2.23606797749979,2038720832,2.0,1978.0,RL,Y,1977,5,196,16309766656,35,9.13637085177601,9286,Normal,6431296,8,7.838737559599282,3966,1.4142135623730951,432081216.0,,0.6931471805599453,4,35.608987629529715,7.1459844677143876,1,CBlock,2.0,,64,3.0,1268,756.0,1.791759469228055,1268,7.595889917718538,1,2,9,1.224744871391589,0.6931471805599453,0.0,1,35.608987629529715,0.0,1607824,252.0,1989,2.0,WD,1Fam,5,6,2,2,0,1.0,,,1,1,252,1.0,0,3,3.0,4,1607824,1072,3,25,0,3,571536.0,2038720832,,0,5.0,1.0,27.49545416973504,,16,6.9782137426306985,3,3.375,0,10,27,1,2.0,50.35871324805669,4.0,2009,5.2832037287379885,2.25,0.0,1,0.0,5.53338948872752,5.159055299214529,Detchd,7.1459844677143876,1.7320508075688772,1.5,4,1,4,1268,1268,0,7.1459844677143876,9.0,0.0,0.0,9,8,1,2,11.874097282798648
912,1504,Unf,7,232,Norm,125,1783,BrkSide,3,1783,2.23606797749979,1045678375,0.0,1925.0,RM,N,1925,5,489,5668315687,35,8.71948076085107,6120,Abnorml,3179089,7,7.486613313139955,3875,1.4142135623730951,2460375000.0,,0.6931471805599453,3,31.85906464414798,6.923628628138427,0,BrkTil,1.7320508075688772,,27,3.0,1015,1350.0,1.9459101490553132,768,7.576097340623111,1,2,9,1.0,0.0,0.0,1,31.85906464414798,0.0,1030225,450.0,1950,1.0,WD,1Fam,6,6,1,2,0,1.0,51.0,3.9512437185814275,1,1,450,1.0,0,3,3.0,4,1030225,279,3,25,0,4,1822500.0,1045678375,,0,3.0,1.0,36.742346141747674,,9,5.634789603169249,3,1.0,0,7,27,1,1.0,42.22558466143482,3.0,2006,6.194405391104672,1.0,4.795790545596741,1,0.0,6.111467339502679,0.0,Detchd,6.645090969505644,1.7320508075688772,1.0,3,1,3,1015,1015,120,6.923628628138427,9.0,0.0,0.0,9,8,1,1,11.385103457032141
913,2286,Unf,6,0,Norm,125,3003,Crawfor,2,3003,2.23606797749979,8024024008,0.0,1949.0,RH,N,1949,5,284,27081081027,30,8.74369111054302,6270,Normal,9018009,8,8.007700012884026,3899,1.4142135623730951,17840960397.0,,1.3862943611198906,6,44.74371464239419,6.90975328164481,0,CBlock,1.7320508075688772,,27,3.0,2002,2613.0,2.1972245773362196,1001,7.576097340623111,2,2,9,1.4142135623730951,0.0,6.90975328164481,1,44.74371464239419,0.0,4008004,871.0,1950,2.0,WD,Duplex,8,4,2,2,1001,1.7320508075688772,82.0,4.418840607796598,1,3,871,1.0,0,3,3.0,4,4008004,717,3,25,0,4,6827769.0,8024024008,,0,4.0,1.0,51.11751167652823,,9,6.576469569048224,4,8.0,0,8,27,1,1.0,54.79963503528103,3.0,2007,5.652489180268651,4.0,0.0,1,0.0,6.77078942390898,0.0,2Types,6.90975328164481,1.7320508075688772,2.0,3,27,4,2002,1001,0,7.602401335665818,9.0,0.0,0.0,9,8,9,1,11.884495917930655
914,1518,RFn,5,234,Norm,216,1836,Somerst,2,1836,2.449489742783178,1833767424,2.0,2009.0,FV,Y,2009,6,294,6188965056,30,8.006700845440367,3000,Partial,3370896,8,7.515889085215125,4018,1.4142135623730951,3974344704.0,,1.0986122886681098,4,34.9857113690718,6.418364935936212,1,PConc,2.0,,64,3.0,1224,1584.0,1.6094379124341003,612,7.605890001053122,2,2,12,1.5811388300841898,0.6931471805599453,6.418364935936212,2,34.9857113690718,5.459585514144159,1498176,528.0,2009,2.0,New,TwnhsE,4,4,2,2,612,1.4142135623730951,30.0,3.4339872044851463,2,2,528,1.0,0,5,3.0,4,1498176,318,4,36,234,4,2509056.0,1833767424,,0,6.0,1.0,39.7994974842648,,16,5.765191102784844,2,15.625,0,6,64,2,2.0,42.8485705712571,4.0,2009,5.68697535633982,6.25,0.0,1,76.0,6.270988431858299,0.0,Detchd,6.418364935936212,2.0,2.5,4,8,4,1224,612,0,7.110696122978827,9.0,0.0,0.0,16,8,4,2,12.065280672855897
915,1092,Unf,5,0,Norm,64,1638,MeadowV,2,1638,2.0,1302170688,0.0,1970.0,RM,Y,1970,4,0,4394826072,20,7.601901959875166,2001,Normal,2683044,8,7.40184157874383,3940,1.4142135623730951,631628712.0,,0.6931471805599453,3,33.04542328371661,6.304448802421981,1,CBlock,1.7320508075688772,,27,3.0,1092,858.0,1.9459101490553132,546,7.58629630715272,1,2,9,1.224744871391589,0.6931471805599453,6.304448802421981,1,33.04542328371661,0.0,1192464,286.0,1970,1.0,WD,Twnhs,6,4,1,2,546,1.0,21.0,3.091042453358316,1,1,286,1.0,0,2,3.0,4,1192464,546,3,16,0,4,736164.0,1302170688,,0,1.0,1.0,29.29163703175362,,9,6.304448802421981,3,3.375,0,1,27,1,1.0,40.47221268969612,3.0,2007,0.0,2.25,0.0,1,80.0,5.659482215759621,0.0,Attchd,6.304448802421981,1.7320508075688772,1.5,3,1,4,1092,546,0,6.996681488176539,9.0,0.0,0.0,9,8,1,1,11.225256725762893
916,530,Unf,3,0,Norm,8,960,IDOTRR,1,960,1.4142135623730951,110592000,2.0,1958.0,C (all),N,1949,2,50,884736000,6,9.105090961257085,9000,Abnorml,921600,8,6.8679744089702925,3899,1.0,788889024.0,,0.6931471805599453,3,21.908902300206645,6.175867270105761,0,CBlock,1.7320508075688772,,27,3.0,480,924.0,1.6094379124341003,480,7.576097340623111,0,1,9,1.0,0.0,0.0,1,21.908902300206645,0.0,230400,308.0,1950,2.0,WD,1Fam,4,1,1,2,0,1.0,50.0,3.9318256327243257,1,1,308,1.0,0,3,3.0,1,230400,430,3,4,0,4,853776.0,110592000,,1,4.0,1.0,30.397368307141328,,9,6.066108090103747,1,1.0,0,10,27,1,1.0,30.983866769659336,3.0,2006,3.9318256327243257,1.0,0.0,1,0.0,5.733341276897746,0.0,Detchd,6.175867270105761,1.7320508075688772,1.0,3,1,4,480,480,0,6.175867270105761,9.0,0.0,0.6931471805599453,9,1,1,1,10.471978128496518
